ProjectID,ProjectName,ShortName,Country,State,Region,City,County,LatitudeDegrees,LatitudeMinutes,LatitudeSeconds,LatitudeDirection,LongitudeDegrees,LongitudeMinutes,LongitudeSeconds,LongitudeDirection,Technology,Status,StatusDate,PPADateMonth,PPADateDay,PPADateYear,FeedInTariffType,TariffRate,TariffRateUnit,TariffYears,TariffInfo,BreakGroundMonth,BreakGroundDay,BreakGroundYear,ProductionStartMonth,ProductionStartDay,ProductionStartYear,SiteSolarResource,SiteSolarResourceDataSource,ProjectType,Cost,CostCurrency,CostInfoSource,ElectricityGeneration,ElectricityGenerationBasis,ElectricityGenerationExplanation,ContactCompany,ContactWebSite,Contact1,Contact1Email,ContactCompany2,ContactWebSite2,Contact2,Contact2Email,ConstructionJobYears,AnnualOperationsJobs,Developer1,Developer2,Operator1,Operator2,EPCContractor,EPCContractorTask,LandArea,LandAreaUnits,DriveManufacturer1,DriveManufacturer2,HeatTransferFluidType,HeatTransferFluidCompany,GrossTurbineCapacity,NetCapacity,OtherTurbineCapacity,CapacityUnit,TurbineThermodynamicCycleType,PowerCyclePressure,PowerCyclePressureUnits,TurbineSupplier,TurbineSupplierCountry,CoolingMethod,CoolingMethodDescription,TurbineEfficiency,DesignPointSolarElectricEfficiency,DesignPointConditions,AnnualSolarElectricEfficiency,BackupType,BackupPercent,StorageType,StorageCapacity,StorageCapacityUnit,StorageDescription,LongDescription,Photo,AltText,Caption,Credit,PublishStatus,DraftID,Deleted
48,Helios II,Helios II,ES,NULL,Ciudad Real,"Arenas de San Juan, Villarta de San Juan, Puerto L&#225;pice",NULL,39,14,24,North,3,28,12,West,Parabolic trough,Under construction,2009-07-01 00:00:00.000,NULL,NULL,NULL,Real Decreto 661/2011,27,Euro cents per kWh,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2217,Combination of meteo station and satellite methods,Commercial,NULL,NULL,NULL,97000,Expected/Planned,NULL,"Helios II HYPERION Energy Investments, S.L.",NULL,Contact person,rrhh@hyperion-st.com,NULL,NULL,NULL,NULL,600,40,"Helios II HYPERION Energy Investments, S.L.",NULL,NULL,NULL,Abener/Teyma,NULL,260,hectares,NULL,NULL,NULL,NULL,NULL,49.9,NULL,MW,Rankine,NULL,NULL,Siemens,Germany,Wet cooling,Cooling towers,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Published,0,NULL
49,EL REBOSO II 50-MW Solar Thermal Power Plant ,El Reboso II ,ES,NULL,La Puebla del R&#237;o,Sevilla,Spain,37,4,57,North,6,3,5,West,Parabolic trough,Under construction,2009-08-27 00:00:00.000,NULL,NULL,NULL,Royal Decree 661/2007,32.2,Euro cents per kWh,25,Total Price = Pool + Tariff Rate,March,NULL,2009,October,NULL,2011,2200,DLR German Aerospace Center / In situ meteorological station ,Commercial plant,NULL,NULL,NULL,110006,Expected/Planned,Net generation,Bogaris,http://www.bogaris.com/,Carlos M. Simón Luis,csimon@bogaris.com,NULL,NULL,Mónica Rubio,mrubio@bogaris.com,400,60,Bogaris,NULL,Bogaris ,NULL,NULL,NULL,160,hectares,NULL,NULL,Diphenyl / Biphenyl oxide,NULL,NULL,50,NULL,MW,Rankine,100,bar,NULL,NULL,Wet cooling,Cooling towers,34,NULL,NULL,17,Natural gas,0,NULL,NULL,NULL,NULL,"This page provides information on EL REBOSO II, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration. EL REBOSO II is one of the first parabolic trough power plants in Europe without storage. Located in southern Spain, La Puebla del Río (Sevilla), this power plant began construction in  2009 and will begin operating in 2011. Both EL REBOSO II and EL REBOSO III will help the Spanish power grid meet peak summer demand primarily caused by the high energy consumption of air conditioning units.",NULL,NULL,NULL,NULL,Published,0,NULL
50,EL REBOSO III 50-MW Solar Thermal Power Plant ,El Reboso III,ES,NULL,Utrera,Sevilla,Spain,37,4,20,North,5,56,57,West,Parabolic trough,Under contract,2009-08-27 00:00:00.000,NULL,NULL,NULL,Next Royal Decree,NULL,NULL,NULL,NULL,May,NULL,2010,November,NULL,2012,3622,DLR German Aerospace Center,Commercial plant,NULL,NULL,NULL,181120,Expected/Planned,Net generation,Bogaris ,http://www.bogaris.com/,Carlos M. Simón Luis,csimon@bogaris.com,NULL,NULL,Mónica Rubio,mrubio@bogaris.com,400,60,Bogaris,NULL,Bogaris ,NULL,NULL,NULL,242,hectares,NULL,NULL,Diphenyl / Biphenyl oxide,NULL,NULL,50,NULL,MW,Rankine,100,bar,NULL,NULL,Wet cooling,Cooling towers,34,NULL,NULL,17,Natural gas,0,Other,116,MWh,"28,500 tons of molten salt (60% sodium nitrate, 40% potassium nitrate). Tanks are 14 m high and 11,9 m in diameter. ","This page provides information on EL REBOSO III, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration. EL REBOSO III is one of the first parabolic trough power plants in Europe with molten-salt storage. Located in southern Spain, Utrera (Sevilla), this power plant will be constructed beginning May 2010 and will begin operating in 2012. A two-tank indirect thermal storage system holds 28,500 tons of molten salt. Both EL REBOSO III and EL REBOSO II will help the Spanish power grid meet peak summer demand primarily caused by the high energy consumption of air conditioning units.",NULL,NULL,NULL,NULL,Published,0,NULL
51,Blythe Solar Power Project,,US,CA,,Blythe,Riverside,33,37,55,North,114,45,45,West,Parabolic trough,Under development,2010-12-03 00:00:00.000,January,1,2009,,NULL,,20,,December,1,2010,January,1,2013,NULL,,,6000000000,dollars,,525000,Expected/Planned,,,,Solar Millennium,info@SolarMillennium.de,,,,,1066,295,"Solar Millennium, LLC",Chevron Energy Solutions,,,,,7030,acres,,,,,1000,NULL,four 250 MW plants,MW,Steam Rankine,NULL,,,,Dry cooling,Air-cooled condenser (ACC),NULL,NULL,,NULL,,NULL,,0,,,"This page provides information on the Blythe Solar Power Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.

Solar Millennium LLC and Chevron Energy Solutions are proposing to construct a utility-scale thermal electric power generating facility, referred to as the Blythe Solar Power Project.  The BSPP will be located in the southern California inland desert, about eight miles west of the City of Blythe and two miles north of the Interstate-10 (I-10) freeway in Riverside County, California.",,,,,published,0,NULL
52,Ridgecrest Solar Power Project,NULL,US,CA,NULL,Ridgecrest,Kern,35,33,29,North,117,45,14,West,Parabolic trough,Under development,2009-11-18 00:00:00.000,NULL,NULL,2009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013,NULL,NULL,NULL,NULL,NULL,NULL,500000,Expected/Planned,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Solar Millennium, LLC",NULL,NULL,NULL,NULL,NULL,1440,acres,NULL,NULL,NULL,NULL,NULL,250,NULL,MW,Rankine,NULL,NULL,NULL,NULL,Dry cooling,Air-cooled condenser (ACC),NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,"This page provides information on the Ridgecrest Solar Power Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.

Solar Millennium LLC is proposing to construct a utility-scale thermal electric power generating facility, referred to as the Ridgecrest Solar Power Project.  The Project will be located in the high northern Mojave Desert in northeastern Kern County, California, about five miles southwest of the City of Ridgecrest, California.",NULL,NULL,NULL,NULL,Published,0,1
53,Palen Solar Power Project,,US,CA,,Desert Center,Riverside,33,50,56,North,115,14,22,West,Parabolic trough,Under development,2010-12-03 00:00:00.000,January,1,2009,,NULL,,20,,August,1,2011,January,1,2014,NULL,,,NULL,,,500000,Expected/Planned,,,,Sven Moormann,presse@SolarMillennium.de,,,,,NULL,NULL,"Solar Millennium, LLC",Chevron Energy Solutions,,,,,1380,acres,,,,,500,NULL,two 250-MW units,MW,Steam Rankine,NULL,,,,Dry cooling,Air-cooled condenser (ACC),NULL,NULL,,NULL,,NULL,,0,,,"This page provides information on the Palen Solar Power Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.

Solar Millennium LLC and Chevron Energy Solutions are proposing to construct a utility-scale thermal electric power generating facility, referred to as the Palen Solar Power Project.  The PSPP will be located in the Southern California inland desert, about 10 miles east of the small community of Desert Center, in eastern Riverside County, California.",,,,,published,0,NULL
54,Genesis Solar Energy Project,,US,CA,,Blythe,Riverside,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2010-12-03 00:00:00.000,October,25,2009,,NULL,,25,,December,15,2010,January,1,2014,NULL,,,NULL,,,300000,Expected/Planned,,ESA,www.esassoc.com,Lisa Crossett,lcrossett@esassoc.com,,,,,1085,50,"Genesis Solar, LLC","NextEra Energy Resources, LLC","Genesis Solar, LLC",,,,1950,acres,,,Potentially Therminol VP-1,,250,NULL,Two 125-MW units,MW,Steam Rankine,NULL,,,,Wet cooling,Cooling tower,NULL,NULL,,NULL,,NULL,,0,,,"This page provides information on the Genesis Solar Energy Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.

The Project will include two 125-MW units that will incorporate parabolic trough solar thermal technology. More than 500,000 parabolic mirrors will be assembled in rows located on about 1,800 acres in the Sonoran Desert between Center and Blythe. NextEra Energy Resources has operated a similar solar facility for many years — the SEGS solar facilities in the Mojave Desert.

Construction is scheduled to begin in late 2010, with operations planned to begin about 30 months later.  The power purchase agreement is subject to approval by the California Public Utilities Commission. In addition, NextEra Energy Resources filed in August 2009 an Application for Certification with the California Energy Commission to construct, own, and operate the project. NextEra Energy Resources also filed for a right-of-way grant with the Bureau of Land Management for this project.",,,,,published,0,NULL
55,Alpine SunTower,NULL,US,CA,Antelope Valley,Lancaster,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Power tower,Under development,2009-11-06 00:00:00.000,June,25,2009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL,192000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NRG Energy,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,NULL,MW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"This page provides information on Alpine SunTower, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.

Pacific Gas and Electric Company has entered into an agreement with Alpine SunTower, LLC, a subsidiary of NRG Energy, for 92 megawatts of renewable, solar thermal power. The Alpine SunTower project features eSolar’s modular, scalable solar thermal technology and is scheduled for completion in 2012.",NULL,NULL,NULL,NULL,Published,0,1
56,Imperial Valley-Solar Two,NULL,US,CA,Imperial Valley  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Dish/engine,Under development,2009-12-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,NULL,NULL,Commercial plant,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,160,Tessera Solar,NULL,Tessera Solar,NULL,NULL,NULL,6140,acres,NULL,NULL,NULL,NULL,NULL,750,NULL,MW,Stirling engine,NULL,NULL,NULL,NULL,NULL,The SunCatcher does not use water for electricity generation or cooling cycles.  Minimal water is used for site operations and washing its mirrors.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"This page provides information on Imperial Valley - Solar Two, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.

Phase I of the project consists of up to 12,000 SunCatchers and produces a net 300 MW.  Phase II expands the Project with 18,000 SunCatchers and produces a net 450 MW.  Subject to receipt of all necessary approvals, construction should start in 2010, with projected commercial operations beginning later in 2010.  Phase II units should begin construction in third-quarter 2012, with the full 750 MW expected to be completed by fourth-quarter 2014.
",NULL,NULL,NULL,NULL,Published,0,NULL
57,Abengoa Mojave Solar Project,,US,CA,,Harper Dry Lake,San Bernardino,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2010-12-03 00:00:00.000,October,26,2009,,NULL,,25,,December,15,2010,January,1,2013,NULL,,,NULL,,,600000,Expected/Planned,"The Project's capacity factor depends on the local solar insolation, but is estimated to be about 600,000 to 630,000 MWh per year net (both plants combined) while operating for about 3,024 hours per year. This production estimate was made using the Solar Advisor Model software developed and maintained by the National Renewable Energy Laboratory.",,,Allison Lenthall,allison@renewcomm.com,,,,,1200,80,"Mojave Solar, LLC","Abengoa Solar, Inc.",,,,,1765,acres,,,,,250,NULL,Two 125-MW units,MW,Steam Rankine,NULL,,,,Wet cooling,Cooling towers,NULL,NULL,,NULL,,NULL,,0,,,"This page provides information on Abengoa's Mojave Solar Plant, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.   

The project will be located in an unincorporated area of San Bernardino County, between Barstow and Kramer Junction, about nine miles northwest of Hinkley and 100 miles northeast of Los Angeles.",,,,,published,0,NULL
58,Maricopa Solar Project,Maricopa,US,AZ,,Peoria,Maricopa,NULL,NULL,NULL,,NULL,NULL,NULL,,Dish/Engine,Operational,2010-12-03 00:00:00.000,January,1,2010,,NULL,,,,September,1,2009,January,1,2010,NULL,,Reference plant,NULL,,,NULL,,,,,NTR,info@ntrplc.com,,,,,50,5,Tessera Solar,,Tessera Solar,,Mortenson Construction,,15,acres,,,,,1.5,NULL,,MW,Steam Rankine,NULL,,,,,The SunCatcher does not use water for electricity generation or cooling cycles.  Minimal water is used for site operations and washing its mirrors.,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on the Maricopa Solar Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,published,0,NULL
59,Calico Solar Project,,US,CA,,San Bernardino County,,NULL,NULL,NULL,,NULL,NULL,NULL,,Dish/Engine,Under development,2010-12-03 00:00:00.000,January,1,2010,,NULL,,20,,December,15,2010,December,1,2011,NULL,,Commercial plant,2000000000,dollars,,NULL,,,,,Tessera Solar,information@tesserasolar.com,,,,,NULL,180,Tessera Solar,,,,,,4600,acres,,,,,664,NULL,,MW,Steam Rankine,NULL,,,,,The SunCatcher does not use water for electricity generation or cooling cycles.  Minimal water is used for site operations and washing its mirrors.,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on Calico–Solar One, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,published,0,1
60,Crescent Dunes Solar Energy Project,Tonopah,US,NV,"Northern Nevada, northwest of Tonopah",Tonopah,Nye,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2011-01-20 00:00:00.000,December,22,2009,,NULL,,25,,April,NULL,2011,October,NULL,2013,2685,NREL Solar Power Prospector,Commercial Plant,NULL,,,485000,Expected,,SolarReserve,www.SolarReserve.com,Tom Georgis,TGeorgis@SolarReserve.com,,,Rob Howe,RHowe@SolarReserve.com,1500,200,"SolarReserve's Tonopah Solar Energy, LLC",,"SolarReserve's Tonopah Solar Energy, LLC",,TBD,,1600,acres,,,Molten salt,,110,110,,MW,Steam Rankine,115,,,,Hybrid,,NULL,NULL,,NULL,None,NULL,Other,NULL,,Thermal energy storage achieved by raising salt temperature from 550 to 1050 F.  Thermal storage efficiency is 99%,"This page provides information on Crescent Dunes Solar Energy Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,published,0,NULL
61,Rice Solar Energy Project,RSEP,US,CA,"Mojave Desert, near Blythe",Rice,Riverside,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2010-12-03 00:00:00.000,December,22,2009,,NULL,,,,January,1,2011,October,1,2013,2598,NREL Solar Power Prospector,Commercial Plant,NULL,,,450000,Expected/Planned,MWh/yr,SolarReserve,www.SolarReserve.com,Tom Georgis,TGeorgis@SolarReserve.com,,,Jeff Benoit,Jbenoit@SolarReserve.com,450,45,"SolarReserve's Rice Solar Energy, LLC",,"SolarReserve's Rice Solar Energy, LLC",,United Technologies Corp - Pratt Whitney Power Systems,,1410,acres,,,Molten salt,,150,NULL,,MW,Steam Rankine,115,,,,Dry cooling,,NULL,NULL,,NULL,None,NULL,Other,NULL,,Thermal energy storage achieved by raising salt temperature from 550 to 1050 F.  Thermal storage efficiency is 99%,"This page provides information on Rice Solar Energy Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,published,0,NULL
62,Ivanpah Solar Electric Generating Station,ISEGS,US,CA,,"Primm, NV",San Bernardino,35,33,8.5,North,115,27,30.97,West,Power tower,Under construction,2010-12-03 00:00:00.000,January,1,2010,,NULL,,25,,October,1,2010,October,1,2013,2717,NREL Solar Power Prospector,Commercial Plant,NULL,,,1079232,Expected/Planned,,BrightSource Energy,www.brightsourceenergy.com/,Andy Taylor,ataylor@brightsourceenergy.com,,,,,1896,90,BrightSource Energy,,,,Bechtel Engineering,,3500,acres,,,Water,,392,NULL,,MW,Steam Rankine,NULL,,,,Dry cooling,,NULL,NULL,,28.72,Natural gas,NULL,,NULL,,,"This page provides information on Ivanpah Solar Electric Generating Station, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,published,0,NULL
63,Sierra SunTower,Sierra,US,CA,,Lancaster,,34,46,NULL,North,118,8,NULL,West,Power tower,Operational,2010-09-13 00:00:00.000,January,1,2010,,NULL,,,,July,1,2008,July,1,2009,2629,NREL SUNY TDY data,,NULL,,,NULL,,,eSolar,http://www.esolar.com,Robert Rogan,robert.rogan@esolar.com,,,,,130,12,eSolar,,eSolar,,,,NULL,,,,Water,,5,NULL,,MW,Steam Rankine,NULL,,,,Wet cooling,Cooling towers,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on Sierra SunTower, a concentrating solar power (CSP) project. 

eSolar, a world leader in CSP technology in tower configuration, built, owns, and operates the only operating solar thermal power plant using tower technology in the United States. Located in Lancaster, California, about 40 miles north of Los Angeles, this tower system has been producing electricity since July 2009, which is being sold to Southern California Edison under a power purchase agreement.",,,,,published,0,NULL
64,New Mexico SunTower,New Mexico SunTower,US,NM,NULL,Santa Teresa,NULL,31,48,NULL,North,106,39,NULL,West,Power tower,Under development,2010-02-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2540,NREL SUNY TDY data,NULL,NULL,NULL,NULL,NULL,NULL,NULL,eSolar,http://www.esolar.com,Jim Shandalov,jim@esolar.com,NULL,NULL,Patrick Kann,patrick@esolar.com,NULL,NULL,NRG Energy,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Water,NULL,NULL,92,NULL,MW,Rankine,NULL,NULL,NULL,NULL,Wet cooling,Cooling towers,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"This page provides information on New Mexico SunTower, a concentrating solar power (CSP) project, which uses eSolar's solar thermal technology. 

eSolar is a world leader in CSP technology in tower configuration. Located in Santa Teresa, New Mexico, this tower system will sell energy to El Paso Electric under a power purchase agreement. ",NULL,NULL,NULL,NULL,Published,0,1
65,ISCCS Al Kuraymat,ISCCS Al Kuraymat,EG,  ,,Al Kuraymat,,29,16,NULL,North,31,15,NULL,East,Parabolic trough,Under construction,2010-08-20 00:00:00.000,January,1,2010,,NULL,,,,January,1,2009,December,30,2012,NULL,,,NULL,,,34000,Expected,"Expected generation is based on solar fraction of anticipated total generation of 852,000 MWh/yr.",New and Renewable Energy Authority (NREA),,Bothayna Rashed,bothaynar@gmail.com,,,,,NULL,NULL,NREA,,,,,,NULL,,,,,,140,140,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on the ISCCS project in Al Kuraymat, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration. Integrated Solar Combined-Cycle (ISCC) technology combines the benefits of solar energy with the benefits of a combined cycle. The solar resource partially substitutes the fossil fuel.  The Kuraymat project has an overall capacity of 140 MW (120 MW combined cycle, 20 MW solar input).",photo_al_kuraymat.jpg,,Solar field under construction at Kuraymat project site,New and Renewable Energy Authority (NREA),published,0,NULL
69,Shams 1,Shams 1,AE,  ,"120 km southwest of Abu Dhabi, UAE",Madinat Zayed,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2010-08-20 00:00:00.000,January,1,2010,,NULL,,,,January,1,2010,January,1,2012,NULL,,,600000000,USD,,NULL,,,,,contact,contact@contact.com,,,,,NULL,NULL,Masdar/Total/Abengoa Solar joint venture,,,,,,NULL,,,,,,100,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,Natural gas boiler,NULL,,NULL,,,,,,,,published,0,NULL
71,Holaniku at Keahole Point,,US,HI,,Keahole Point,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Operational,2010-12-03 00:00:00.000,January,1,2010,,NULL,,,,January,1,2006,December,1,2009,NULL,,,NULL,,,NULL,,,,,Darren T. Kimura,darren@keaholesolarpower.com,,,,,NULL,NULL,"Keahole Solar Power, LLC",Sopogy,"Sopogy, Inc.",,,,3,acres,,,,,2,2,,MW,Steam Rankine,NULL,,,US,,,NULL,2,,2,,NULL,,2,2.0,,"This page provides information on Sopogy's Holaniku at Keahole Point, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,published,0,NULL
75,Colorado Integrated Solar Project,Cameo,US,CO,,Palisade,,39,8,54.96,North,-108,19,5.1234,West,Parabolic trough,Operational,2010-11-30 00:00:00.000,January,1,2010,,NULL,,,,August,1,2009,January,1,2020,NULL,,,4500000,dollars,,49,Estimated,,Xcel Energy,http://www.xcelenergy.com,Marty Smith,marty.smith@xcelenergy.com,,,,,NULL,NULL,Xcel Energy,Abengoa Solar,,,,,6,acres,,,,,2,NULL,,MW,Solar hybrid,NULL,,,,Wet cooling,,NULL,NULL,,NULL,,NULL,,NULL,,,"The Colorado Integrated Solar Project is a hybrid CSP/coal plant approach using parabolic-trough solar technology. A parabolic trough solar field provides thermal energy to produce supplemental steam for power generation at Xcel Energy's Cameo Station's Unit 2 (approximately 2MWe equivalent) in order to decrease the overall consumption of coal, reduce emissions from the plant, improve plant efficiency, and test the commercial viability of concentrating solar integration.",,,,,published,0,NULL
78,Fort Irwin Solar Power Project,Ft. Irwin,US,CA,Mojave Desert,Ft. Irwin,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2011-01-21 00:00:00.000,January,1,2010,,NULL,,,,,NULL,2011,,NULL,2013,NULL,,,2000000000,dollars,,125000,Expected/Planned,"The proposed development will ultimately include over 500 MW of solar power that will produce 1,250 gigawatt hours (GWh) of renewable energy per year at Fort Irwin facilities.",Acciona Solar,http://www.acciona.com/,Acciona Solar,info@acciona.com,,,,,NULL,NULL,Acciona Solar Power,Clark Energy Group,,,,,14000,acres,,,,,500,NULL,expected to grow to 1000 MW,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on Acciona's Ft. Irwin Solar Power Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,approve,0,NULL
79,Sonoran Solar Energy Project - no PPA yet,Sonoran,US,AZ,,Little Rainbow Valley,Maricopa,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2011-02-17 00:00:00.000,January,1,2010,,NULL,,,,January,1,2011,January,1,2020,NULL,,,NULL,,,NULL,,,BLM Phoenix District Office,,Joe Incardine,sonoransolar@blm.gov,,,,,NULL,NULL,Boulevard Associates LLC,,,,,,13440,acres,,,,,375,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on Boulevard Associates LLC's Sonoran Solar Energy Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,published,0,1
80,BrightSource Coyote Springs 1 (PG&E 3),Coyote Springs 1,US,NV,,Coyote Springs,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2011-01-21 00:00:00.000,September,24,2009,,NULL,,25,,,NULL,2011,July,NULL,2014,NULL,,,NULL,,,573000,Expected/Planned,,,,BrightSource Energy,info@brightsourceenergy.com,,,,,NULL,NULL,BrightSource Energy,,,,,,NULL,,,,,,200,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on BrightSource Energy's Coyote Springs 1, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,published,0,NULL
81,BrightSource Coyote Springs 2 (PG&E 4),Coyote Springs 2,US,NV,,Coyote Springs,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2011-01-21 00:00:00.000,September,24,2009,,NULL,,25,,,NULL,2012,July,NULL,2015,NULL,,,NULL,,,573000,Expected/Planned,,,,BrightSource Energy,info@brightsourceenergy.com,,,,,NULL,NULL,BrightSource Energy,,,,,,NULL,,,,,,200,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on BrightSource Energy's Coyote Springs 2, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,published,0,NULL
82,Gaskell Sun Tower,Gaskell,US,CA,Antelope Valley,Lancaster,Kern,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2011-01-21 00:00:00.000,January,1,2010,,NULL,,20,,,NULL,2011,April,NULL,2012,NULL,,,NULL,,,NULL,,,NRG Energy,www.nrgenergy.com,Tim Hemig,tim.hemig@nrgenergy.com,eSolar,www.esolar.com,Robert Rogan,robert.rogan@esolar.com,NULL,NULL,eSolar,NRG Energy,,,,,1100,acres,,,,,245,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on NRG and eSolar's Gaskell Sun Tower, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,published,0,NULL
84,UA Tech Park Thermal Storage Demonstration Project,UA Tech Park,US,AZ,,Tucson,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2011-01-21 00:00:00.000,January,1,2010,,NULL,,20,,,NULL,2011,December,1,2012,NULL,,,32000000,dollars,University of Arizona,NULL,,,UA Tech Park,,Jessa B. Turner,jbturner@uatechpark.org,,,,,NULL,NULL,Bell Independent Power Corp.,,,,,,200,acres,,,,,5,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on Bell Independent's UA Tech Park Thermal Storage Demonstration Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,approve,0,NULL
88,NextEra Beacon Solar Energy Project,Beacon,US,CA,,California City,Kern,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2011-01-21 00:00:00.000,January,1,2010,,NULL,,,,,NULL,2011,,NULL,2014,NULL,,,1000000000,dollars,http://www.greentechmedia.com/articles/read/nexter,NULL,,,,http://www.nexteraenergyresources.com/,NextEra Energy,info@nexteraenergyresources.com,,,,,NULL,NULL,NextEra Energy,,,,,,2012,acres,,,,,250,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,0,,,"This page provides information on the Beacon Solar Energy Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,published,0,NULL
