ProjectID,ProjectName,ShortName,Country,State,Region,City,County,LatitudeDegrees,LatitudeMinutes,LatitudeSeconds,LatitudeDirection,LongitudeDegrees,LongitudeMinutes,LongitudeSeconds,LongitudeDirection,Technology,Status,StatusDate,PPADateMonth,PPADateDay,PPADateYear,FeedInTariffType,TariffRate,TariffRateUnit,TariffYears,TariffInfo,BreakGroundMonth,BreakGroundDay,BreakGroundYear,ProductionStartMonth,ProductionStartDay,ProductionStartYear,SiteSolarResource,SiteSolarResourceDataSource,ProjectType,Cost,CostCurrency,CostInfoSource,ElectricityGeneration,ElectricityGenerationBasis,ElectricityGenerationExplanation,ContactCompany,ContactWebSite,Contact1,Contact1Email,ContactCompany2,ContactWebSite2,Contact2,Contact2Email,ConstructionJobYears,AnnualOperationsJobs,Developer1,Developer2,Operator1,Operator2,EPCContractor,EPCContractorTask,LandArea,LandAreaUnits,DriveManufacturer1,DriveManufacturer2,HeatTransferFluidType,HeatTransferFluidCompany,GrossTurbineCapacity,NetCapacity,OtherTurbineCapacity,CapacityUnit,TurbineThermodynamicCycleType,PowerCyclePressure,PowerCyclePressureUnits,TurbineSupplier,TurbineSupplierCountry,CoolingMethod,CoolingMethodDescription,TurbineEfficiency,DesignPointSolarElectricEfficiency,DesignPointConditions,AnnualSolarElectricEfficiency,BackupType,BackupPercent,StorageType,StorageCapacity,StorageCapacityUnit,StorageDescription,LongDescription,Photo,AltText,Caption,Credit,PublishStatus,DraftID,Deleted
54,Genesis Solar Energy Project,,US,CA,,Blythe,Riverside,33,40,NULL,North,114,59,NULL,West,Parabolic trough,Operational,2014-04-25 00:00:00.000,October,25,2009,,NULL,,25,,December,15,2010,March,NULL,2014,NULL,,Commercial,NULL,,,580000,Expected/Planned,,NextEra Energy Resources,http://www.nexteraenergyresources.com/,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,1085,50,"Genesis Solar, LLC","NextEra Energy Resources, LLC","Genesis Solar, LLC",,,,1950,acres,,,Therminol VP-1,Solutia,250,250,Two 125-MW units,MW,Steam Rankine,NULL,,,,Dry cooling,Air-cooled condenser,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on the Genesis Solar Energy Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.

The Project will include two 125-MW units that will incorporate parabolic trough solar thermal technology. More than 500,000 parabolic mirrors will be assembled in rows located on about 1,800 acres in the Sonoran Desert between Center and Blythe. NextEra Energy Resources has operated a similar solar facility for many years — the SEGS solar facilities in the Mojave Desert.

Construction is scheduled to begin in late 2010, with operations planned to begin about 30 months later.  The power purchase agreement is subject to approval by the California Public Utilities Commission. In addition, NextEra Energy Resources filed in August 2009 an Application for Certification with the California Energy Commission to construct, own, and operate the project. NextEra Energy Resources also filed for a right-of-way grant with the Bureau of Land Management for this project.",,,,,Published,0,NULL
55,Alpine SunTower,NULL,US,CA,Antelope Valley,Lancaster,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Power tower,Under development,2009-11-06 00:00:00.000,June,25,2009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL,192000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NRG Energy,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,NULL,MW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"This page provides information on Alpine SunTower, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.

Pacific Gas and Electric Company has entered into an agreement with Alpine SunTower, LLC, a subsidiary of NRG Energy, for 92 megawatts of renewable, solar thermal power. The Alpine SunTower project features eSolar’s modular, scalable solar thermal technology and is scheduled for completion in 2012.",NULL,NULL,NULL,NULL,Published,0,1
56,Imperial Valley-Solar Two,NULL,US,CA,Imperial Valley  ,NULL,Imperial,32,46,21,North,115,52,40,West,Dish/engine,Under development,2009-12-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014,NULL,NULL,Commercial plant,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,160,Tessera Solar,NULL,Tessera Solar,NULL,NULL,NULL,6140,acres,NULL,NULL,NULL,NULL,NULL,750,NULL,MW,Stirling engine,NULL,NULL,NULL,NULL,NULL,The SunCatcher does not use water for electricity generation or cooling cycles.  Minimal water is used for site operations and washing its mirrors.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"This page provides information on Imperial Valley - Solar Two, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.

Phase I of the project consists of up to 12,000 SunCatchers and produces a net 300 MW.  Phase II expands the Project with 18,000 SunCatchers and produces a net 450 MW.  Subject to receipt of all necessary approvals, construction should start in 2010, with projected commercial operations beginning later in 2010.  Phase II units should begin construction in third-quarter 2012, with the full 750 MW expected to be completed by fourth-quarter 2014.
",NULL,NULL,NULL,NULL,Published,0,1
57,Mojave Solar Project,,US,CA,,Harper Dry Lake,San Bernardino,35,1,NULL,North,117,20,NULL,West,Parabolic trough,Operational,2015-07-01 00:00:00.000,October,26,2009,,NULL,,25,,August,NULL,2011,December,1,2014,NULL,,Commercial,1600,USD million,,600000,Expected/Planned,,Abengoa Solar,http://www.abengoasolar.com,Luis Rejano,luis.rejano@abengoa.com,,,,,1200,80,"Mojave Solar, LLC","Abengoa Solar, Inc.",,,Abener - Teyma,,1765,acres,,,Therminol VP-1,,280,250,Two 140-MW units,MW,Steam Rankine,NULL,,,,Wet cooling,Cooling towers,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on Abengoa's Mojave Solar Plant, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.   

The project will be located in an unincorporated area of San Bernardino County, between Barstow and Kramer Junction, about nine miles northwest of Hinkley and 100 miles northeast of Los Angeles.",,,,,Published,0,NULL
58,Maricopa Solar Project,Maricopa,US,AZ,,Peoria,Maricopa,33,33,31,North,112,13,7,West,Dish/Engine,Currently Non-Operational,2013-11-21 00:00:00.000,,NULL,NULL,,NULL,,,,September,NULL,2009,January,NULL,2010,NULL,,Demonstration,NULL,,,NULL,,,,,NTR,info@ntrplc.com,,,,,50,5,Tessera Solar,,Tessera Solar,,Mortenson Construction,,15,acres,,,,,1.5,1.5,,MW,Stirling,NULL,,,,,The SunCatcher does not use water for electricity generation or cooling cycles.  Minimal water is used for site operations and washing its mirrors.,NULL,NULL,,26,,NULL,None,NULL,,,The Maricopa Solar plant was decommissioned in September 2011.,,,,,Published,0,NULL
59,Calico Solar Project,,US,CA,,San Bernardino County,,NULL,NULL,NULL,,NULL,NULL,NULL,,Dish/Engine,Under development,2010-12-03 00:00:00.000,January,1,2010,,NULL,,20,,December,15,2010,December,1,2011,NULL,,Commercial plant,2000000000,dollars,,NULL,,,,,Tessera Solar,information@tesserasolar.com,,,,,NULL,180,Tessera Solar,,,,,,4600,acres,,,,,664,NULL,,MW,Steam Rankine,NULL,,,,,The SunCatcher does not use water for electricity generation or cooling cycles.  Minimal water is used for site operations and washing its mirrors.,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on Calico–Solar One, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,published,0,1
60,Crescent Dunes Solar Energy Project,Tonopah,US,NV,"Northern Nevada, northwest of Tonopah",Tonopah,Nye,38,14,20,North,117,21,48,West,Power tower,Operational,2016-03-09 00:00:00.000,December,22,2009,,0.135,US$ per kWh,25,,September,NULL,2011,November,NULL,2015,2685,NREL Solar Power Prospector,Commercial,NULL,,,500000,Expected,,SolarReserve,http://www.SolarReserve.com,Tom Georgis,TGeorgis@SolarReserve.com,,,Rob Howe,RHowe@SolarReserve.com,NULL,NULL,"SolarReserve, LLC",,"SolarReserve's Tonopah Solar Energy, LLC",,ACS Cobra,,1600,acres,,,Molten salt,,110,110,,MW,Steam Rankine,115,bar,Alstom,,Hybrid,,NULL,NULL,,NULL,None,NULL,2-tank direct,10,hours,Thermal energy storage achieved by raising salt temperature from 550 to 1050 F.  Thermal storage efficiency is 99%,"This page provides information on Crescent Dunes Solar Energy Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,NULL
61,Rice Solar Energy Project,RSEP,US,CA,"Mojave Desert, near Blythe",Rice,Riverside,34,4,NULL,North,114,49,NULL,West,Power tower,Under development,2013-01-30 00:00:00.000,December,22,2009,,NULL,,,,,NULL,NULL,January,1,2016,2598,NREL Solar Power Prospector,Commercial Plant,NULL,,,450000,Expected/Planned,,SolarReserve,http://www.SolarReserve.com,Tom Georgis,TGeorgis@SolarReserve.com,,,Jeff Benoit,Jbenoit@SolarReserve.com,450,45,"SolarReserve's Rice Solar Energy, LLC",,"SolarReserve's Rice Solar Energy, LLC",,United Technologies Corp - Pratt Whitney Power Systems,,1410,acres,,,Molten salt,,150,NULL,,MW,Steam Rankine,115,bar,,,Dry cooling,,NULL,NULL,,NULL,None,NULL,Other,NULL,,Thermal energy storage achieved by raising salt temperature from 550 to 1050 F.  Thermal storage efficiency is 99%,"This page provides information on Rice Solar Energy Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,archived,0,NULL
62,Ivanpah Solar Electric Generating System,ISEGS,US,CA,,"Primm, NV",San Bernardino,35,33,8.5,North,115,27,30.97,West,Power tower,Operational,2014-11-20 00:00:00.000,January,NULL,2010,,NULL,,25,,October,NULL,2010,January,NULL,2014,2717,NREL Solar Power Prospector,Commercial,2200,USD million,,1079232,Expected/Planned,,BrightSource Energy,http://www.brightsourceenergy.com,Andy Taylor,ataylor@brightsourceenergy.com,,,,,1896,90,BrightSource Energy,,,,Bechtel Engineering,,3500,acres,,,Water,,392,377,,MW,Steam Rankine,160,bar,Siemens SST-900,,Dry cooling,,NULL,NULL,,28.72,Natural gas,NULL,None,NULL,,,"This page provides information on Ivanpah Solar Electric Generating Station, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration. Ivanpah consists of a total of three separate units, Ivanpah 1 has a total capacity of 126 MW and Ivanpah 2 and 3 are both 133 MW each. Upon completion, Ivanpah will be the largest solar thermal power tower system in the world.",,,,,Published,0,NULL
63,Sierra SunTower,Sierra,US,CA,,Lancaster,Los Angeles,34,43,53,North,118,8,19,West,Power tower,Operational,2014-02-14 00:00:00.000,January,1,2010,,NULL,,,,July,NULL,2008,July,NULL,2009,2629,NREL SUNY TDY data,,NULL,,,NULL,,,eSolar,http://www.esolar.com,Robert Rogan,robert.rogan@esolar.com,,,,,130,12,eSolar,,eSolar,,,,NULL,,,,Water,,5,5,,MW,Steam Rankine,NULL,,,,Wet cooling,Cooling towers,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on Sierra SunTower, a concentrating solar power (CSP) project. 

eSolar, a world leader in CSP technology in tower configuration, built, owns, and operates the only operating solar thermal power plant using tower technology in the United States. Located in Lancaster, California, about 40 miles north of Los Angeles, this tower system has been producing electricity since July 2009, which is being sold to Southern California Edison under a power purchase agreement.",,,,,Published,0,NULL
64,New Mexico SunTower,New Mexico SunTower,US,NM,NULL,Santa Teresa,NULL,31,48,NULL,North,106,39,NULL,West,Power tower,Under development,2010-02-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2540,NREL SUNY TDY data,NULL,NULL,NULL,NULL,NULL,NULL,NULL,eSolar,http://www.esolar.com,Jim Shandalov,jim@esolar.com,NULL,NULL,Patrick Kann,patrick@esolar.com,NULL,NULL,NRG Energy,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Water,NULL,NULL,92,NULL,MW,Rankine,NULL,NULL,NULL,NULL,Wet cooling,Cooling towers,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"This page provides information on New Mexico SunTower, a concentrating solar power (CSP) project, which uses eSolar's solar thermal technology. 

eSolar is a world leader in CSP technology in tower configuration. Located in Santa Teresa, New Mexico, this tower system will sell energy to El Paso Electric under a power purchase agreement. ",NULL,NULL,NULL,NULL,Published,0,1
65,ISCC Kuraymat,ISCC Kuraymat,EG,  ,100 km south of Cairo,Kuraymat,,29,16,43,North,31,14,56,East,Parabolic trough,Operational,2013-02-12 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,June,NULL,2011,2431,,Commercial,NULL,,,34000,Expected,"Expected generation is based on solar fraction of anticipated total generation of 852,000 MWh/yr.",NREA,,Bothayna Rashed,bothaynar@gmail.com,,,,,NULL,NULL,NREA,,,,Orascom/Flagsol,,NULL,,,,Therminol VP-1,Solutia,20,20,,MW,Steam Rankine,NULL,,Siemens,,Wet cooling,Cooling Towers,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on the ISCC project in Kuraymat, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration. Integrated Solar Combined-Cycle (ISCC) technology combines the benefits of solar energy with the benefits of a combined cycle. The solar resource partially substitutes the fossil fuel.  The Kuraymat project has an overall capacity of 140 MW (120 MW combined cycle, 20 MW solar input).",photo_al_kuraymat.jpg,,Solar field under construction at Kuraymat project site,New and Renewable Energy Authority (NREA),Published,0,NULL
69,Shams 1,Shams 1,AE,  ,120 km southwest of Abu Dhabi,Madinat Zayed,,23,34,13,North,53,42,56,East,Parabolic trough,Operational,2016-10-21 00:00:00.000,,NULL,NULL,Private PPA,NULL,Not disclosed,25,,July,NULL,2010,March,17,2013,1934,,Commercial,600000000,USD,,210000,,,,,SolarPACES,ezequiel@solarpaces.org,,,,,NULL,NULL,Masdar/Total/Abengoa Solar,,,,Abener/Teyma,,250,hectares,,,Therminol VP-1,Solutia,100,100,,MW,Steam Rankine,NULL,,Man,,Dry cooling,,NULL,NULL,,NULL,Natural Gas Boiler,NULL,None,NULL,,,"This page provides information on Shams 1, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,NULL
71,Holaniku at Keahole Point,,US,HI,,Keahole Point,Hawaii,19,43,NULL,North,156,2,NULL,West,Parabolic trough,Currently Non-Operational,2017-04-13 00:00:00.000,January,1,2010,,NULL,,,,January,NULL,2006,December,NULL,2009,NULL,,,NULL,,,4030,,,,,Darren T. Kimura,darren@keaholesolarpower.com,,,Dean Towle,dean@kspenergy.com,NULL,NULL,"Keahole Solar Power, LLC",Sopogy,"Sopogy, Inc.",,,,3,acres,Sopogy (SopoTracker™),,Xceltherm-600,Radco Industries,2,2,"2 MW thermal power; at ~350 F, can theoretically produce 200 kW electric power at 10% thermal-to-electric efficiency factor",MW,Steam Rankine,NULL,,,,Wet cooling,,NULL,NULL,,NULL,,NULL,Other,2,Hours,,"This page provides information on Sopogy's Holaniku at Keahole Point, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,NULL
75,Colorado Integrated Solar Project,Cameo,US,CO,,Palisade,,39,8,54.96,North,108,19,5.1234,West,Parabolic trough,Currently Non-Operational,2013-11-21 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,January,NULL,2010,NULL,,Demonstration,4500000,dollars,,NULL,,,Xcel Energy,http://www.xcelenergy.com,Marty Smith,marty.smith@xcelenergy.com,,,,,NULL,NULL,Xcel Energy,Abengoa Solar,Xcel Energy,,Abengoa Solar,,6,acres,,,Xceltherm® 600,,2,2,,MW,Solar hybrid,NULL,,,,Wet cooling,,NULL,NULL,,NULL,,NULL,None,NULL,,,"The Colorado Integrated Solar Project was a hybrid CSP/coal plant approach using parabolic-trough solar technology. A parabolic trough solar field provided thermal energy to produce supplemental steam for power generation at Xcel Energy's Cameo Station's Unit 2 (approximately 2 MWe equivalent) in order to decrease the overall consumption of coal, reduce emissions from the plant, improve plant efficiency, and test the commercial viability of concentrating solar integration. The plant was used for testing purposes until the coal plant was retired and the CSP plant was decommissioned.",,,,,Published,0,NULL
78,Fort Irwin Solar Power Project,Ft. Irwin,US,CA,Mojave Desert,Ft. Irwin,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2011-03-18 00:00:00.000,January,1,2010,,NULL,,,,,NULL,2011,,NULL,2013,NULL,,,2000000000,dollars,,125000,Expected/Planned,"The proposed development will ultimately include over 500 MW of solar power that will produce 1,250 gigawatt hours (GWh) of renewable energy per year at Fort Irwin facilities.",Acciona Solar,http://www.acciona.com/,Acciona Solar,info@acciona.com,,,,,NULL,NULL,Acciona Solar Power,Clark Energy Group,,,,,14000,acres,,,,,500,NULL,expected to grow to 1000 MW,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on Acciona's Ft. Irwin Solar Power Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,archived,0,NULL
79,Sonoran Solar Energy Project - no PPA yet,Sonoran,US,AZ,,Little Rainbow Valley,Maricopa,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2011-02-17 00:00:00.000,January,1,2010,,NULL,,,,January,1,2011,January,1,2020,NULL,,,NULL,,,NULL,,,BLM Phoenix District Office,,Joe Incardine,sonoransolar@blm.gov,,,,,NULL,NULL,Boulevard Associates LLC,,,,,,13440,acres,,,,,375,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on Boulevard Associates LLC's Sonoran Solar Energy Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,published,0,1
80,BrightSource Coyote Springs 1 (PG&amp;E 3),Coyote Springs 1,US,NV,,Coyote Springs,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2011-01-21 00:00:00.000,September,24,2009,,NULL,,25,,,NULL,2011,July,NULL,2014,NULL,,,NULL,,,573000,Expected/Planned,,,,BrightSource Energy,info@brightsourceenergy.com,,,,,NULL,NULL,BrightSource Energy,,,,,,NULL,,,,,,200,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on BrightSource Energy's Coyote Springs 1, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,archived,0,NULL
81,BrightSource Coyote Springs 2 (PG&amp;E 4),Coyote Springs 2,US,NV,,Coyote Springs,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2011-01-21 00:00:00.000,September,24,2009,,NULL,,25,,,NULL,2012,July,NULL,2015,NULL,,,NULL,,,573000,Expected/Planned,,,,BrightSource Energy,info@brightsourceenergy.com,,,,,NULL,NULL,BrightSource Energy,,,,,,NULL,,,,,,200,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on BrightSource Energy's Coyote Springs 2, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,archived,0,NULL
82,Gaskell Sun Tower,Gaskell,US,CA,Antelope Valley,Lancaster,Kern,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2011-01-21 00:00:00.000,January,1,2010,,NULL,,20,,,NULL,2011,April,NULL,2012,NULL,,,NULL,,,NULL,,,NRG Energy,www.nrgenergy.com,Tim Hemig,tim.hemig@nrgenergy.com,eSolar,www.esolar.com,Robert Rogan,robert.rogan@esolar.com,NULL,NULL,eSolar,NRG Energy,,,,,1100,acres,,,,,245,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on NRG and eSolar's Gaskell Sun Tower, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,archived,0,NULL
84,UA Tech Park Thermal Storage Demonstration Project,UA Tech Park,US,AZ,,Tucson,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2011-10-20 00:00:00.000,January,1,2010,,NULL,,20,,,NULL,2011,December,1,2012,NULL,,,32000000,dollars,University of Arizona,NULL,,,UA Tech Park,,Jessa B. Turner,jbturner@uatechpark.org,,,,,NULL,NULL,Bell Independent Power Corp.,,,,,,200,acres,,,,,5,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on Bell Independent's UA Tech Park Thermal Storage Demonstration Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,archived,0,NULL
88,NextEra Beacon Solar Energy Project,Beacon,US,CA,,California City,Kern,35,16,NULL,North,118,0,30,West,Parabolic trough,Under development,2011-01-21 00:00:00.000,January,1,2010,,NULL,,,,,NULL,2011,,NULL,2014,NULL,,,1000000000,dollars,http://www.greentechmedia.com/articles/read/nexter,NULL,,,,http://www.nexteraenergyresources.com/,NextEra Energy,info@nexteraenergyresources.com,,,,,NULL,NULL,NextEra Energy,,,,,,2012,acres,,,,,250,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,0,,,"This page provides information on the Beacon Solar Energy Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,archived,0,NULL
93,Imperial Valley Solar Project,,US,CA,,Imperial County,,NULL,NULL,NULL,,NULL,NULL,NULL,,Dish/Engine,Under development,2011-01-21 00:00:00.000,January,1,2010,,NULL,,20,,,1,2011,,1,2013,NULL,,,NULL,,,NULL,,,,,Tessera Solar,information@tesserasolar.com,,,,,NULL,160,Tessera Solar,,,,,,6500,,,,,,25,NULL,,kW,Stirling,NULL,,,,Dry cooling,,NULL,NULL,,NULL,,NULL,,0,,,"This page provides information on Imperial Valley Solar Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,archived,0,NULL
101,BrightSource PG&amp;E 5,,US,CA,,TBD,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2011-01-21 00:00:00.000,September,24,2009,,NULL,,25,,,NULL,2012,July,NULL,2016,NULL,,,NULL,,,573000,Expected/Planned,,,,BrightSource Energy,info@brightsourceenergy.com,,,,,NULL,NULL,BrightSource Energy,,,,,,NULL,,,,,,200,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on BrightSource PG&E 5, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,archived,0,NULL
102,BrightSource PG&amp;E 6,,US,CA,,TBD,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2011-01-21 00:00:00.000,September,24,2009,,NULL,,25,,,NULL,2013,December,NULL,2016,NULL,,,NULL,,,573000,Expected/Planned,,,,BrightSource Energy,info@brightsourceenergy.com,,,,,NULL,NULL,BrightSource Energy,,,,,,NULL,,,,,,200,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on BrightSource PG&E 6, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,archived,0,NULL
103,BrightSource PG&amp;E 7,,US,CA,,TBD,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2011-01-21 00:00:00.000,January,1,2010,,NULL,,25,,,NULL,2013,July,NULL,2017,NULL,,,NULL,,,573000,Expected/Planned,,,,BrightSource Energy,info@brightsourceenergy.com,,,,,NULL,NULL,BrightSource Energy,,,,,,NULL,,,,,,200,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on BrightSource PG&E 7, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,archived,0,NULL
104,Palmdale Hybrid Power Plant,PHPP,US,CA,,Victorville,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2011-10-20 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,2011,,NULL,2013,NULL,,,NULL,,,NULL,,,"Inland Energy, Inc.",http://palmdale1.com/,Tony Penno,tpenna@inlandenergy.com,,,,,NULL,NULL,"Inland Energy, Inc.",,,,,,377,acres,,,,,50,NULL,,MW,Steam Rankine,NULL,,,,Wet cooling,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on Palmade Hybrid Power Plant, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.

The Victorville 2 Hybrid power project uses the same proven solar technology used in the solar power plant owned by the Florida Power & Light just 15 miles north of the City of Victorville. This facility is known as “SEGS 01”, and is one of three separate sites within 40 miles of one another which make up a total of nine solar fields in the Solar Electric Generating System (SEGS). Together these three facilities can generate about 354 megawatts at peak output, comprising most of the commercial solar power currently produced worldwide.",,,,,archived,0,NULL
105,Victorville 2 Hybrid Power Plant,,US,CA,,Victorville,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2011-10-20 00:00:00.000,January,1,2010,,NULL,,,,,NULL,2011,,NULL,2013,NULL,,,NULL,,,NULL,,,"Inland Energy, Inc.",,Tom Barnett,tbarnett@inlandenergy.com,,,,,NULL,NULL,"Inland Energy, Inc.",,,,,,NULL,,,,,,50,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on Victorville 2, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,archived,0,NULL
113,Ridgecrest Solar Power Project - suspended?,,US,CA,,Ridgecrest,Kern,NULL,NULL,NULL,North,NULL,NULL,NULL,West,Parabolic trough,Under development,2011-01-21 00:00:00.000,January,1,2009,,NULL,,,,,NULL,2011,,NULL,2014,NULL,,,NULL,,,NULL,Expected/Planned,,,,Sven Moormann,presse@SolarMillennium.de,,,,,NULL,NULL,"Solar Millennium, LLC",,,,,,1440,acres,,,,,250,NULL,,MW,Steam Rankine,NULL,,,,Dry cooling,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on the Ridgecrest Solar Power Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.

Solar Millennium LLC is proposing to construct a utility-scale thermal electric power generating facility, referred to as the Ridgecrest Solar Power Project.  The Project will be located in the high northern Mojave Desert in northeastern Kern County, California, about five miles southwest of the City of Ridgecrest, California. 

According to a letter submitted by Solar Millennium, the company has asked the California Energy Commission (CEC) to temporarily suspend the application review of its proposed Ridgecrest Solar Power project.",,,,,archived,52,NULL
117,Andasol-3,AS-3,ES,  ,Granada,Aldeire,,37,13,42.7,North,3,4,6.73,West,Parabolic trough,Operational,2013-10-08 00:00:00.000,January,1,2010,,NULL,,,,March,1,2008,August,NULL,2011,2200,,,315000000,Euros,,175000,Estimated,,,,Solar Millennium,presse@SolarMillennium.de,,,,,NULL,NULL,Ferrostaal AG,,,,Duro Felguera Group,,200,hectares,,,Thermal Oil,,50,50,,MW,Steam Rankine,100,bar,,,Wet cooling,,NULL,NULL,,NULL,,NULL,2-tank indirect,7.5,hours,Molten salts,"This page provides information on Andasol-3, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,NULL
134,Rajasthan Solar One,,IN,  ,,Rajasthan,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under construction,2010-12-23 00:00:00.000,January,1,2010,,NULL,,,,January,1,2020,January,1,2020,NULL,,,NULL,,,NULL,,,,,Broadlands Financial,info@broadlandsfinancial.com,,,,,NULL,NULL,Entegra,Broadlands Financial Group,,,Techint/Solare XXI,,NULL,,,,,,10,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,8,hours,,"This page provides information on Rajasthan Solar One, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,archived,0,NULL
